symbol,date,open,high,low,close,adjClose,volume,unadjustedVolume,vwap,changeOverTime,changePercent,label,change
SPY,2019-03-27,281.11,281.76,277.93,279.65,261.786255,72363592,72224700,279.78,-0.0051937,-0.51937,"March 27, 19",-1.46
SPY,2019-03-28,280.35,281.21,279.07,280.71,262.778564,56384376,56238500,280.32,0.0012841,0.12841,"March 28, 19",0.36
SPY,2019-03-29,282.39,282.84,281.14,282.48,264.435486,82550724,82186800,282.13,0.0003187082,0.03187082,"March 29, 19",0.09
SPY,2019-04-01,284.7,286.16,284.4,285.83,267.571472,77991630,77617900,285.19,0.0039691,0.39691,"April 01, 19",1.13
SPY,2019-04-02,286.04,286.23,285.09,285.97,267.702576,40405636,40070400,285.8,-0.000244721,-0.0244721,"April 02, 19",-0.07
SPY,2019-04-03,287.32,287.76,285.75,286.42,268.123871,68464013,68243200,286.77,-0.0031324,-0.31324,"April 03, 19",-0.9
SPY,2019-04-04,286.78,287.459,286.01,287.18,268.835266,49207878,48997500,286.89,0.0013948,0.13948,"April 04, 19",0.4
SPY,2019-04-05,287.92,288.63,287.6,288.57,270.136444,58854815,58621700,288.23,0.0022576,0.22576,"April 05, 19",0.65
SPY,2019-04-08,288.1,288.91,287.37,288.79,270.342407,53862823,53566300,288.33,0.002395,0.2395,"April 08, 19",0.69
SPY,2019-04-09,287.72,288.08,286.7,287.31,268.95697,66335944,66142300,287.49,-0.001425,-0.1425,"April 09, 19",-0.41
SPY,2019-04-10,287.77,288.3899,287.31,288.29,269.87439,52815384,52601500,287.88,0.001807,0.1807,"April 10, 19",0.52
SPY,2019-04-11,288.83,288.84,287.578,288.21,269.799438,55324850,55093100,288.16,-0.0021466,-0.21466,"April 11, 19",-0.62
SPY,2019-04-12,290,290.47,289.26,290.16,271.624878,69981966,69727800,289.78,0.0005517241,0.05517241,"April 12, 19",0.16
SPY,2019-04-15,290.24,290.35,289.075,289.97,271.447083,49810824,49596700,289.77,-0.0009302646,-0.09302646,"April 15, 19",-0.27
SPY,2019-04-16,290.95,291.01,289.5,290.16,271.624878,52379164,52153200,290.28,-0.0027152,-0.27152,"April 16, 19",-0.79
SPY,2019-04-17,291.4,291.425,288.99,289.45,270.960266,58543209,58268300,289.78,-0.0066918,-0.66918,"April 17, 19",-1.95
SPY,2019-04-18,290.1,290.32,288.66,290.02,271.493866,68869407,68708500,289.8,-0.000275767,-0.0275767,"April 18, 19",-0.08
SPY,2019-04-22,289.17,290.435,289.07,290.27,271.727814,40347552,40160100,290,0.003804,0.3804,"April 22, 19",1.1
SPY,2019-04-23,290.68,293.14,290.42,292.88,274.171112,52434952,52246600,292.09,0.0075685,0.75685,"April 23, 19",2.2
SPY,2019-04-24,292.79,293.16,292.07,292.23,273.562714,50538612,50392900,292.58,-0.0019126,-0.19126,"April 24, 19",-0.56
SPY,2019-04-25,292.12,292.78,290.73,292.05,273.394135,57986869,57770900,292.05,-0.0002396276,-0.02396276,"April 25, 19",-0.07
SPY,2019-04-26,292.1,293.49,291.2401,293.41,274.667267,51073746,50916400,292.6,0.0044848,0.44848,"April 26, 19",1.31
SPY,2019-04-29,293.51,294.45,293.41,293.87,275.097931,57339798,57197700,293.85,0.0012265,0.12265,"April 29, 19",0.36
SPY,2019-04-30,293.49,294.34,291.92,294.02,275.238312,81164193,81111700,293.55,0.0018059,0.18059,"April 30, 19",0.53
SPY,2019-05-01,294.72,294.95,291.8,291.81,273.169434,71871007,71671900,293.46,-0.0098738,-0.98738,"May 01, 19",-2.91
SPY,2019-05-02,291.68,292.7,289.52,291.18,272.579773,65189435,65030200,291.1,-0.0017142,-0.17142,"May 02, 19",-0.5
SPY,2019-05-03,292.82,294.34,292.56,294.03,275.247681,56735902,56543700,293.44,0.0041322,0.41322,"May 03, 19",1.21
SPY,2019-05-06,289.25,293.31,288.9,292.82,274.11496,107482970,107198100,291.95,0.0123,1.23,"May 06, 19",3.57
SPY,2019-05-07,290.15,290.81,285.81,287.93,269.537323,144947244,144729900,288.29,-0.0076512,-0.76512,"May 07, 19",-2.22
SPY,2019-05-08,287.53,289.43,286.87,287.53,269.162994,91703926,91568300,288.14,0,0,"May 08, 19",0
SPY,2019-05-09,285.23,287.33,283.3,286.66,268.34848,103663370,103471100,285.58,0.0050135,0.50135,"May 09, 19",1.43
SPY,2019-05-10,285.62,288.94,282.3,288.1,269.696442,112604663,112429300,285.83,0.0086829,0.86829,"May 10, 19",2.48
SPY,2019-05-13,282.42,283.49,279.93,280.86,262.918976,127575404,127290500,281.57,-0.0055237,-0.55237,"May 13, 19",-1.56
SPY,2019-05-14,281.99,285.1,281.85,283.4,265.296722,77158133,77003200,283.61,0.0050002,0.50002,"May 14, 19",1.41
SPY,2019-05-15,281.59,285.77,281.36,285.06,266.850708,74158328,73956400,284.27,0.0123,1.23,"May 15, 19",3.47
SPY,2019-05-16,285.84,289.21,285.76,287.7,269.321991,76906534,76749600,287.79,0.0065071,0.65071,"May 16, 19",1.86
SPY,2019-05-17,285.14,288.6,285.13,285.84,267.580811,100504132,100353000,286.61,0.0024549,0.24549,"May 17, 19",0.7
SPY,2019-05-20,284.06,285.43,283.12,283.95,265.811676,63080669,62877600,284.25,-0.0003872421,-0.03872421,"May 20, 19",-0.11
SPY,2019-05-21,285.83,286.93,285.55,286.51,268.208008,47007250,46847100,286.26,0.002379,0.2379,"May 21, 19",0.68
SPY,2019-05-22,285.45,286.69,285.1,285.63,267.384277,49593913,49482500,285.78,0.0006305833,0.06305833,"May 22, 19",0.18
SPY,2019-05-23,283.16,283.21,280.57,282.14,264.117218,98887909,98733800,281.95,-0.0036022,-0.36022,"May 23, 19",-1.02
SPY,2019-05-24,283.74,284.2,282.09,282.78,264.71637,55410763,55268100,283.01,-0.0033834,-0.33834,"May 24, 19",-0.96
SPY,2019-05-28,283.09,284.15,280.13,280.15,262.254303,70728784,70029400,281.92,-0.0104,-1.04,"May 28, 19",-2.94
SPY,2019-05-29,278.91,279.36,276.71,278.27,260.494385,105248213,104972900,278.23,-0.0022946,-0.22946,"May 29, 19",-0.64
SPY,2019-05-30,279.11,280.04,277.805,279.03,261.205841,62659323,62523800,278.92,-0.0002866253,-0.02866253,"May 30, 19",-0.08
SPY,2019-05-31,276.2,277.12,275.24,275.27,257.686005,87039677,86862800,275.99,-0.0033671,-0.33671,"May 31, 19",-0.93
SPY,2019-06-03,275.31,276.5521,273.09,274.57,257.030792,96821964,96428000,274.76,-0.0026879,-0.26879,"June 03, 19",-0.74
SPY,2019-06-04,277.12,280.68,276.62,280.53,262.610077,77464093,77231900,278.83,0.0123,1.23,"June 04, 19",3.41
SPY,2019-06-05,282.33,282.99,280.32,282.96,264.884796,71492826,71169700,281.93,0.0022314,0.22314,"June 05, 19",0.63
SPY,2019-06-06,283.29,285.55,282.57,284.8,266.6073,69394321,69430400,284.05,0.0053302,0.53302,"June 06, 19",1.51
SPY,2019-06-07,285.93,288.85,285.74,287.65,269.275269,74434702,74272200,287.47,0.0060155,0.60155,"June 07, 19",1.72
SPY,2019-06-10,289.37,290.82,288.8734,288.97,270.510925,61102822,60799100,289.57,-0.0013823,-0.13823,"June 10, 19",-0.4
SPY,2019-06-11,290.99,291.4,288.1805,288.9,270.445374,58875661,58641300,289.41,-0.0071824,-0.71824,"June 11, 19",-2.09
SPY,2019-06-12,288.64,289.26,287.815,288.39,269.967987,47311090,47096300,288.41,-0.0008661308,-0.08661308,"June 12, 19",-0.25
SPY,2019-06-13,289.4,289.98,288.62,289.58,271.08197,49162074,48945200,289.22,0.0006219765,0.06219765,"June 13, 19",0.18
SPY,2019-06-14,289.26,289.93,288.41,289.26,270.782471,52452772,52324700,289.16,0,0,"June 14, 19",0
SPY,2019-06-17,289.52,290.22,289.18,289.37,270.885406,39315249,39205700,289.67,-0.0005180989,-0.05180989,"June 17, 19",-0.15
SPY,2019-06-18,291.39,293.57,290.99,292.4,273.721802,85690586,85434800,292.24,0.0034661,0.34661,"June 18, 19",1.01
SPY,2019-06-19,292.55,293.65,291.47,293.06,274.339661,78820063,78674400,292.69,0.0017433,0.17433,"June 19, 19",0.51
SPY,2019-06-20,296.04,296.3093,293.1255,295.86,276.960815,116992808,116570000,295.31,-0.0006080259,-0.06080259,"June 20, 19",-0.18
SPY,2019-06-21,294.13,295.52,293.76,294,276.558197,83919627,83309500,294.34,-0.0004419814,-0.04419814,"June 21, 19",-0.13
SPY,2019-06-24,294.23,294.58,293.47,293.64,276.219513,47756323,47582700,293.97,-0.0020052,-0.20052,"June 24, 19",-0.59
SPY,2019-06-25,293.7,293.73,290.64,290.76,273.510437,82135836,82028700,292,-0.01,-1,"June 25, 19",-2.94
SPY,2019-06-26,291.75,292.31,290.345,290.47,273.23761,51751168,51584900,291.04,-0.0043873,-0.43873,"June 26, 19",-1.28
SPY,2019-06-27,291.31,292.06,290.89,291.5,274.206543,40441938,40355200,291.59,0.0006522262,0.06522262,"June 27, 19",0.19
SPY,2019-06-28,292.58,293.55,292.01,293,275.617523,59537624,59350900,292.8,0.0014355,0.14355,"June 28, 19",0.42
SPY,2019-07-01,296.68,296.92,294.33,295.66,278.11972,79528765,78705600,295.56,-0.003438,-0.3438,"July 01, 19",-1.02
SPY,2019-07-02,295.61,296.49,294.68,296.43,278.844025,61631875,61504500,295.7,0.0027739,0.27739,"July 02, 19",0.82
SPY,2019-07-03,297.18,298.82,297.02,298.8,281.073395,41018687,40898900,298.17,0.0054512,0.54512,"July 03, 19",1.62
SPY,2019-07-05,297.44,298.64,296.01,298.46,280.75354,51849689,51677300,297.6,0.0034293,0.34293,"July 05, 19",1.02
SPY,2019-07-08,297.01,298.2579,296.22,296.82,279.210907,46012851,45841800,296.89,-0.0006397091,-0.06397091,"July 08, 19",-0.19
SPY,2019-07-09,295.54,297.52,295.48,297.19,279.55896,41231434,41101300,296.76,0.005583,0.5583,"July 09, 19",1.65
SPY,2019-07-10,298.37,299.66,297.78,298.61,280.894684,58716728,58448500,298.59,0.0008043704,0.08043704,"July 10, 19",0.24
SPY,2019-07-11,299.32,299.58,298.2,299.31,281.553162,51042845,50826100,299.02,-3.34091e-05,-0.00334091,"July 11, 19",-0.01
SPY,2019-07-12,299.85,300.73,299.51,300.65,282.81366,40498131,40326000,300.14,0.002668,0.2668,"July 12, 19",0.8
SPY,2019-07-15,301.13,301.13,300.19,300.75,282.907776,34006303,33900000,300.61,-0.0012619,-0.12619,"July 15, 19",-0.38
SPY,2019-07-16,300.65,300.88,299.44,299.71,281.9953,40671100,36650100,300.11,-0.0031266,-0.31266,"July 16, 19",-0.94
SPY,2019-07-17,299.75,299.93,297.74,297.74,280.076263,44209311,36036300,298.55,-0.0067056,-0.67056,"July 17, 19",-2.01
SPY,2019-07-18,297.19,299.25,296.7,298.83,281.101624,51804519,51392600,298.05,0.0055184,0.55184,"July 18, 19",1.64
SPY,2019-07-19,300.04,300.07,296.96,297.17,279.54007,71284853,58678600,298.52,-0.0095654,-0.95654,"July 19, 19",-2.87
SPY,2019-07-22,297.61,298.5,297.04,297.9,280.226837,43822584,43638100,297.75,0.0009744296,0.09744296,"July 22, 19",0.29
SPY,2019-07-23,299.14,300.03,298.22,300.03,282.230438,44768387,44564500,299.18,0.0029752,0.29752,"July 23, 19",0.89
SPY,2019-07-24,299.19,301.44,299.09,301.44,283.556763,47360264,47213200,300.57,0.0075203,0.75203,"July 24, 19",2.25
SPY,2019-07-25,300.94,301,299.11,300,282.202209,55544040,55394100,300.08,-0.0031235,-0.31235,"July 25, 19",-0.94
SPY,2019-07-26,300.76,302.23,300.62,302.01,284.092957,45235968,45084100,301.58,0.0041561,0.41561,"July 26, 19",1.25
SPY,2019-07-29,301.88,301.93,300.85,301.46,283.575592,38346759,38126500,301.48,-0.0013913,-0.13913,"July 29, 19",-0.42
SPY,2019-07-30,299.91,301.17,299.49,300.72,282.879486,46024417,45849000,300.59,0.0027008,0.27008,"July 30, 19",0.81
SPY,2019-07-31,300.99,301.2,295.2,297.43,279.784698,104387511,104245200,298.74,-0.0118,-1.18,"July 31, 19",-3.56
SPY,2019-08-01,297.6,300.87,293.96,294.84,277.348297,142918229,142646600,296.65,-0.0092742,-0.92742,"August 01, 19",-2.76
SPY,2019-08-02,293.85,294.12,290.9,292.62,275.26004,116974599,116749700,292.56,-0.0041858,-0.41858,"August 02, 19",-1.23
SPY,2019-08-05,288.09,288.21,281.72,283.82,266.982147,179166693,178745400,285.26,-0.0148,-1.48,"August 05, 19",-4.27
SPY,2019-08-06,285.91,288.04,284.28,287.8,270.725983,121096641,120711700,286.23,0.0066105,0.66105,"August 06, 19",1.89
SPY,2019-08-07,284.4,288.82,282.04,287.97,270.885925,140852591,140572300,286.27,0.0126,1.26,"August 07, 19",3.57
SPY,2019-08-08,289.62,293.62,289.01,293.62,276.200775,87849330,87713900,291.72,0.0138,1.38,"August 08, 19",4
SPY,2019-08-09,292.58,293.24,289.65,291.62,274.319336,93890341,93730000,291.73,-0.0032812,-0.32812,"August 09, 19",-0.96
SPY,2019-08-12,289.96,291.6052,287.02,288.07,270.980072,65712457,65527600,288.81,-0.0065181,-0.65181,"August 12, 19",-1.89
SPY,2019-08-13,287.74,294.15,287.36,292.55,275.194214,94875756,94299800,292.04,0.0167,1.67,"August 13, 19",4.81
SPY,2019-08-14,288.07,292.4644,283.76,283.9,267.057343,135811416,135622100,285.77,-0.0145,-1.45,"August 14, 19",-4.17
SPY,2019-08-15,284.88,285.64,282.39,284.65,267.762817,102173013,99556600,284.47,-0.0008073575,-0.08073575,"August 15, 19",-0.23
SPY,2019-08-16,286.48,289.33,284.7138,288.85,271.713715,85755219,83018300,288.23,0.0082728,0.82728,"August 16, 19",2.37
SPY,2019-08-19,292.19,293.08,291.44,292.33,274.987274,53576671,53571800,292.27,0.0004791403,0.04791403,"August 19, 19",0.14
SPY,2019-08-20,291.77,292.36,289.95,290.09,272.880096,51802229,51596400,291,-0.005758,-0.5758,"August 20, 19",-1.68
SPY,2019-08-21,292.48,292.86,291.72,292.45,275.100128,49847139,49524700,292.25,-0.0001025711,-0.01025711,"August 21, 19",-0.03
SPY,2019-08-22,293.23,293.93,290.4,292.36,275.015472,52019986,51666400,292.26,-0.002967,-0.2967,"August 22, 19",-0.87
SPY,2019-08-23,290.92,292.76,283.47,284.85,267.951019,149443636,149161500,287.39,-0.0209,-2.09,"August 23, 19",-6.07
SPY,2019-08-26,287.27,288,285.58,288,270.914124,72830661,72423800,286.98,0.0025412,0.25412,"August 26, 19",0.73
SPY,2019-08-27,289.54,289.95,286.03,286.87,269.851196,67998870,66668900,287.69,-0.0092215,-0.92215,"August 27, 19",-2.67
SPY,2019-08-28,286.14,289.07,285.25,288.89,271.751343,60036794,59696700,287.87,0.0096107,0.96107,"August 28, 19",2.75
SPY,2019-08-29,291.72,293.16,290.61,292.58,275.222412,58229188,57899400,292.21,0.002948,0.2948,"August 29, 19",0.86
SPY,2019-08-30,294.22,294.2399,291.42,292.45,275.100128,63174040,62901200,292.72,-0.0060159,-0.60159,"August 30, 19",-1.77
SPY,2019-09-03,290.57,291.58,289.27,290.74,273.491608,69498728,69101400,290.49,0.000585057,0.0585057,"September 03, 19",0.17
SPY,2019-09-04,293.14,294.055,292.31,294.04,276.595825,47138103,46887300,293.32,0.0030702,0.30702,"September 04, 19",0.9
SPY,2019-09-05,296.79,298.83,296.64,297.82,280.15152,83555050,83258100,297.53,0.0034705,0.34705,"September 05, 19",1.03
SPY,2019-09-06,298.17,298.76,297.42,298.05,280.367889,49680128,49584300,298.22,-0.000402455,-0.0402455,"September 06, 19",-0.12
SPY,2019-09-09,299.14,299.24,297.16,298.2,280.509125,51417962,51260300,298.16,-0.0031423,-0.31423,"September 09, 19",-0.94
SPY,2019-09-10,297.36,298.2,295.97,298.13,280.443207,58067822,57947100,297.08,0.0025895,0.25895,"September 10, 19",0.77
SPY,2019-09-11,298.47,300.34,297.75,300.25,282.437439,68923338,68821100,299.42,0.0059637,0.59637,"September 11, 19",1.78
SPY,2019-09-12,301.25,302.46,300.41,301.29,283.415771,72039721,72908700,301.48,0.0001327801,0.01327801,"September 12, 19",0.04
SPY,2019-09-13,301.78,302.17,300.68,301.09,283.227539,61879724,62104800,301.41,-0.0022864,-0.22864,"September 13, 19",-0.69
SPY,2019-09-16,299.84,301.1378,299.45,300.16,282.352722,58341013,58191200,300.13,0.0010672,0.10672,"September 16, 19",0.32
SPY,2019-09-17,299.94,301.02,299.75,300.92,283.067627,42753439,41475500,300.35,0.0032673,0.32673,"September 17, 19",0.98
SPY,2019-09-18,300.49,301.22,298.24,301.1,283.236969,73858762,73375800,299.92,0.00203,0.203,"September 18, 19",0.61
SPY,2019-09-19,301.53,302.63,300.7103,301.08,283.21817,77521594,76560500,301.51,-0.0014924,-0.14924,"September 19, 19",-0.45
SPY,2019-09-20,300.36,300.67,297.41,298.28,281.880005,97697432,89565000,299.09,-0.006925,-0.6925,"September 20, 19",-2.08
SPY,2019-09-23,297.55,299,297.27,298.21,281.813904,47777532,43476800,298.25,0.0022181,0.22181,"September 23, 19",0.66
SPY,2019-09-24,299.41,299.84,294.81,295.87,279.602539,97525512,94869400,296.68,-0.0118,-1.18,"September 24, 19",-3.54
SPY,2019-09-25,295.96,298.11,294.33,297.62,281.256256,73685575,71854000,296.71,0.0056089,0.56089,"September 25, 19",1.66
SPY,2019-09-26,297.63,297.86,295.45,297,280.67038,58786498,56179700,296.85,-0.0021167,-0.21167,"September 26, 19",-0.63
SPY,2019-09-27,297.83,297.9465,293.69,295.4,279.158356,84859611,84746600,295.62,-0.008159,-0.8159,"September 27, 19",-2.43
SPY,2019-09-30,295.97,297.55,295.92,296.77,280.453064,52780215,51662400,296.78,0.002703,0.2703,"September 30, 19",0.8
SPY,2019-10-01,297.74,298.455,293,293.24,277.117188,90396862,88242400,294.88,-0.0151,-1.51,"October 01, 19",-4.5
SPY,2019-10-02,291.5,291.51,286.64,288.06,272.221954,124696038,122539500,288.84,-0.0118,-1.18,"October 02, 19",-3.44
SPY,2019-10-03,287.81,290.45,284.82,290.42,274.452179,85855959,85278800,288.28,0.0090685,0.90685,"October 03, 19",2.61
SPY,2019-10-04,291.14,294.63,291.08,294.35,278.166077,66908216,65091200,292.98,0.011,1.1,"October 04, 19",3.21
SPY,2019-10-07,293.47,295.26,292.77,293.08,276.965851,60822328,59610500,293.85,-0.0013289,-0.13289,"October 07, 19",-0.39
SPY,2019-10-08,291.04,291.85,288.49,288.53,272.666077,101680863,95708100,290.18,-0.0086242,-0.86242,"October 08, 19",-2.51
SPY,2019-10-09,290.75,292.3,290.06,291.27,275.255402,65892125,62359400,291.04,0.0017885,0.17885,"October 09, 19",0.52
SPY,2019-10-10,291.18,294.21,291,293.24,277.117188,57420846,55296300,292.96,0.0070747,0.70747,"October 10, 19",2.06
SPY,2019-10-11,296.27,298.74,296.1448,296.28,279.98996,101349986,98720400,297.18,3.3753e-05,0.0033753,"October 11, 19",0.01
SPY,2019-10-14,295.93,296.67,295.57,295.95,279.678131,40723107,40394800,296.13,6.75836e-05,0.00675836,"October 14, 19",0.02
SPY,2019-10-15,297.1,299.7,296.97,298.88,282.447021,47941166,46754500,298.78,0.0059912,0.59912,"October 15, 19",1.78
SPY,2019-10-16,298.37,299.16,297.92,298.4,281.993378,50731833,48928200,298.45,0.0001005463,0.01005463,"October 16, 19",0.03
SPY,2019-10-17,299.68,300.24,298.515,299.28,282.825073,46910707,45736600,299.35,-0.0013348,-0.13348,"October 17, 19",-0.4
SPY,2019-10-18,298.69,299.395,296.99,297.97,281.587097,64498636,64304000,298.44,-0.0024105,-0.24105,"October 18, 19",-0.72
SPY,2019-10-21,299.42,300.21,298.935,299.99,283.495911,39657094,39048600,299.66,0.0019037,0.19037,"October 21, 19",0.57
SPY,2019-10-22,300.58,300.9,298.91,299.01,282.569885,49223669,48594700,300.09,-0.0052232,-0.52232,"October 22, 19",-1.57
SPY,2019-10-23,298.73,299.94,298.495,299.88,283.392059,34910989,34352200,299.34,0.0038496,0.38496,"October 23, 19",1.15
SPY,2019-10-24,300.91,301.07,299.4601,300.37,283.855103,36006991,35453100,300.2,-0.0017946,-0.17946,"October 24, 19",-0.54
SPY,2019-10-25,299.74,302.2,299.69,301.6,285.017426,45303787,45205400,301.49,0.0062054,0.62054,"October 25, 19",1.86
SPY,2019-10-28,302.94,303.85,302.91,303.3,286.624054,42316242,42147000,303.29,0.0011884,0.11884,"October 28, 19",0.36
SPY,2019-10-29,303,304.23,302.86,303.21,286.53891,44458124,44284900,303.44,0.0006930693,0.06930693,"October 29, 19",0.21
SPY,2019-10-30,303.43,304.55,301.99,304.14,287.417816,49747642,49643900,303.31,0.0023399,0.23399,"October 30, 19",0.71
SPY,2019-10-31,304.13,304.13,301.73,303.33,286.652344,69174236,69053800,302.78,-0.0026305,-0.26305,"October 31, 19",-0.8
SPY,2019-11-01,304.92,306.19,304.74,306.14,289.307861,70965523,71141500,305.48,0.004001,0.4001,"November 01, 19",1.22
SPY,2019-11-04,307.85,308,306.96,307.37,290.470215,60797573,60606900,307.06,-0.0015592,-0.15592,"November 04, 19",-0.48
SPY,2019-11-05,307.59,307.9195,306.71,307.03,290.148956,43081685,42933200,307.19,-0.0018206,-0.18206,"November 05, 19",-0.56
SPY,2019-11-06,307.03,307.4,306.06,307.1,290.215088,46507604,46487100,306.89,0.0002279908,0.02279908,"November 06, 19",0.07
SPY,2019-11-07,308.57,309.65,307.66,308.18,291.235687,54220860,54272300,308.47,-0.0012639,-0.12639,"November 07, 19",-0.39
SPY,2019-11-08,307.8,309.0036,307.03,308.94,291.953918,48672431,49032100,308.34,0.0037037,0.37037,"November 08, 19",1.14
SPY,2019-11-11,307.42,308.54,307.27,308.35,291.396332,35936478,35797300,308.17,0.0030252,0.30252,"November 11, 19",0.93
SPY,2019-11-12,308.75,309.99,308.15,309,292.01059,46336983,46484600,309.09,0.0008097166,0.08097166,"November 12, 19",0.25
SPY,2019-11-13,307.91,309.54,307.66,309.1,292.105072,54175752,53917700,308.89,0.0038648,0.38648,"November 13, 19",1.19
SPY,2019-11-14,308.79,309.64,308.09,309.55,292.530365,52108489,51219900,309.15,0.0024612,0.24612,"November 14, 19",0.76
SPY,2019-11-15,311.02,311.84,310.26,311.79,294.647186,62375912,62023600,311.22,0.0024757,0.24757,"November 15, 19",0.77
SPY,2019-11-18,311.53,312.28,311.03,312.02,294.864563,48552108,49228000,311.81,0.0015729,0.15729,"November 18, 19",0.49
SPY,2019-11-19,312.68,312.69,311.22,311.93,294.77951,68047174,67804700,312.02,-0.0023986,-0.23986,"November 19, 19",-0.75
SPY,2019-11-20,311.28,311.85,309.06,310.77,293.683197,79795552,79406200,310.66,-0.0016384,-0.16384,"November 20, 19",-0.51
SPY,2019-11-21,310.89,311.01,309.39,310.27,293.210785,54794796,54664700,310.32,-0.0019943,-0.19943,"November 21, 19",-0.62
SPY,2019-11-22,311.09,311.24,309.85,310.96,293.862823,44939842,44850200,310.78,-0.0004178855,-0.04178855,"November 22, 19",-0.13
SPY,2019-11-25,311.98,313.37,311.98,313.37,296.14032,48760550,48647200,312.82,0.0044554,0.44554,"November 25, 19",1.39
SPY,2019-11-26,313.41,314.28,313.06,314.08,296.811279,37751725,37569000,313.82,0.0021378,0.21378,"November 26, 19",0.67
SPY,2019-11-27,314.61,315.48,314.37,315.48,298.134308,43406758,44444600,314.9,0.0027653,0.27653,"November 27, 19",0.87
SPY,2019-11-29,314.86,315.13,314.06,314.31,297.028687,36640340,36592700,314.66,-0.0017468,-0.17468,"November 29, 19",-0.55
SPY,2019-12-02,314.59,314.66,311.17,311.64,294.505432,76303760,75767800,312.23,-0.0093773,-0.93773,"December 02, 19",-2.95
SPY,2019-12-03,308.65,309.64,307.13,309.55,292.530365,75345130,73941700,308.65,0.0029159,0.29159,"December 03, 19",0.9
SPY,2019-12-04,310.7,312.12,310.32,311.46,294.335358,49420904,49080000,311.42,0.0024461,0.24461,"December 04, 19",0.76
SPY,2019-12-05,312.23,312.25,310.58,312.02,294.864563,40932331,40709000,311.6,-0.0006725811,-0.06725811,"December 05, 19",-0.21
SPY,2019-12-06,314.12,315.31,314.11,314.87,297.557831,49030590,48927000,314.65,0.0023876,0.23876,"December 06, 19",0.75
SPY,2019-12-09,314.44,315.18,313.8,313.88,296.622253,34470137,34838500,314.43,-0.0017809,-0.17809,"December 09, 19",-0.56
SPY,2019-12-10,313.82,314.55,312.81,313.53,296.291504,52345212,52649800,313.73,-0.0009240966,-0.09240966,"December 10, 19",-0.29
SPY,2019-12-11,314.03,314.7,313.595,314.42,297.132568,52994359,53429100,314.1,0.0012419,0.12419,"December 11, 19",0.39
SPY,2019-12-12,314.43,317.99,314.17,317.13,299.693604,96662883,96389600,316.66,0.008587,0.8587,"December 12, 19",2.7
SPY,2019-12-13,316.87,318.67,316.02,317.32,299.873199,81879704,81503900,317.31,0.0014201,0.14201,"December 13, 19",0.45
SPY,2019-12-16,319.22,320.15,319.17,319.5,301.933258,82855844,82749700,319.45,0.000877138,0.0877138,"December 16, 19",0.28
SPY,2019-12-17,319.92,320.25,319.48,319.57,301.99942,61272426,61097700,319.7,-0.001094,-0.1094,"December 17, 19",-0.35
SPY,2019-12-18,320,320.25,319.53,319.59,302.018372,48165982,48133000,319.81,-0.0012813,-0.12813,"December 18, 19",-0.41
SPY,2019-12-19,319.8,320.98,319.75,320.9,303.256378,85557448,85310500,320.41,0.0034396,0.34396,"December 19, 19",1.1
SPY,2019-12-20,320.46,321.9742,320.37,320.73,304.585846,149742229,147142100,321.05,0.0008425389,0.08425389,"December 20, 19",0.27
SPY,2019-12-23,321.59,321.65,321.06,321.22,305.051208,53281242,52990000,321.31,-0.0011505,-0.11505,"December 23, 19",-0.37
SPY,2019-12-24,321.47,321.52,320.9,321.23,305.060699,20429932,20270000,321.18,-0.0007465704,-0.07465704,"December 24, 19",-0.24
SPY,2019-12-26,321.65,322.95,321.64,322.94,306.684631,31134356,30911200,322.13,0.0040106,0.40106,"December 26, 19",1.29
SPY,2019-12-27,323.74,323.8,322.28,322.86,306.608643,42671783,42528800,323,-0.0027182,-0.27182,"December 27, 19",-0.88
SPY,2019-12-30,322.95,323.1,320.55,321.08,304.918213,49884668,49729100,321.47,-0.0057904,-0.57904,"December 30, 19",-1.87
SPY,2019-12-31,320.53,322.13,320.15,321.86,305.658905,57233344,57077300,321.38,0.0041494,0.41494,"December 31, 19",1.33
SPY,2020-01-02,323.54,324.89,322.53,324.87,308.517456,59498997,59151200,323.71,0.0041108,0.41108,"January 02, 20",1.33
SPY,2020-01-03,321.16,323.64,321.1,322.41,306.181274,78022635,77709700,322.79,0.0038921,0.38921,"January 03, 20",1.25
SPY,2020-01-06,320.49,323.73,320.36,323.64,307.349335,56028843,55653900,322.71,0.0098287,0.98287,"January 06, 20",3.15
SPY,2020-01-07,323.02,323.54,322.24,322.73,306.485229,42908943,40496400,322.71,-0.0008977772,-0.08977772,"January 07, 20",-0.29
SPY,2020-01-08,322.94,325.78,322.67,324.45,308.11853,68548640,68296000,324.33,0.0046758,0.46758,"January 08, 20",1.51
SPY,2020-01-09,326.16,326.73,325.52,326.65,310.207886,48749692,48473300,326.09,0.0015023,0.15023,"January 09, 20",0.49
SPY,2020-01-10,327.2899,327.46,325.2,325.71,309.315186,53214491,53029300,326.41,-0.0048272,-0.48272,"January 10, 20",-1.5799
SPY,2020-01-13,326.39,327.96,325.92,327.95,311.442383,47310112,47086800,327.27,0.0047796,0.47796,"January 13, 20",1.56
SPY,2020-01-14,327.47,328.62,326.844,327.45,310.96759,62856124,62832800,327.6,-6.10743e-05,-0.00610743,"January 14, 20",-0.02
SPY,2020-01-15,327.35,329.02,327.26,328.19,311.670319,72171324,72056600,328.14,0.0025661,0.25661,"January 15, 20",0.84
